Universidad ,Programa,Carrera,Ciclo,Nombre del curso,codigo,creditos,Prerequisitos
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,1,Comprensión y Producción de Lenguaje I,HU625,4,HU624
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,1,Creatividad y Liderazgo (Ing),HU612,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,1,Ética y Ciudadanía,HU548,2,HU624
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,1,Matemática Básica,MA420,6,MA638
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,1,Fundamentos en Programación,CC200,6,MA638
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,2,Cálculo I,MA262,6,MA420
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,2,Comprensión y Producción de Lenguaje II,HU626,4,HU625
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,2,Seminario de Investigación Académica I,HU159,2,HU625
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,2,Organización y Dirección de Empresas,AD99,4,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,2,Programación Orientado a Objetos,CC201,5,CC200
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,3,Física I,MA466,4,"MA262, MA652"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,3,Arquitectura de Computadoras y Sistemas Operativos,SI643,5,MA262
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,3,Diseño De Base De Datos,SI400,4,CC201
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,3,Fundamentos en Ciberseguridad,CB00,4,CC201
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,3,Matemática Discreta,MA265,6,"MA420, CC200"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,4,Estadística Aplicada I,MA642,4,MA262
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,4,Física II,MA462,6,MA466
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,4,Hacking Ético,CB01,3,CB00
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,4,Matemática Computacional,MA475,4,MA262
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,4,Redes y Comunicaciones de Datos,SI640,4,SI643
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,5,Arquitectura de Aplicaciones,CB02,4,CB00
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,5,Cálculo II,MA263,6,MA262
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,5,Criptografía,CB03,4,"MA265, MA475"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,5,Finanzas e Ingeniería Económica,SI642,4,AD99
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,6,Arquitectura de Ciberseguridad,CB06,4,SI640
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,6,Ciberseguridad en Entornos Industriales y Cloud,CB07,4,CB01
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,6,Procesos de Ciberseguridad,CB05,5,CB01
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,6,Seguridad de Integración de Aplicaciones,CB04,4,"CB02, CB01"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,7,Análisis Forense,CB10,4,CB03
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,7,Gerencia de Proyectos de SI/TI,SI427,4,CB05
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,7,Gestión de Incidentes de Ciberseguridad,CB09,5,CB01
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,7,Transformación Empresarial en la Era Digital,CB08,3,SI642
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,8,Estrategia de Ciberseguridad,CB13,4,"CB05, CB08"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,8,Regulación y Marcos de Trabajo,CB11,4,CB05
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,8,Taller de Desempeño Profesional,SI639,4,"CB05, MA642, HU61"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,8,Taller de Investigación Académica,CB12,3,"HU159,"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,9,Gobierno de Ciberseguridad y Cumplimiento,CB14,4,CB13
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,9,Taller de Proyecto I,SI644,5,"SI427, SI639, CB12"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,10,Gestión de Tecnologías de Información,SI710,4,CB11
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE CIBERSEGURIDAD  ,10,Taller de Proyecto II,SI646,5,SI644
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,1,Aprendizaje Estratégico y Liderazgo,HU712,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,1,Crítica y Comunicación,HU705,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,1,Introducción a la Ingeniería Biomédica,BO38,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,1,Matemática Básica,MA712,6,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,1,Pensamiento Crítico Aplicado,HU713,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,1,Sistemas y Sociedad,HU706,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,2,Cálculo I,MA758,7,MA712
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,2,Estructura y Función,ME403,4,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,2,Procesos Biológicos 1,ME422,8,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,2,Seminario de Investigación Académica I,HU695,2,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,2,Software Para Ingeniería Biomédica,BO40,2,"BO38, MA712"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,3,Análisis de Circuitos Eléctricos 1,EL290,4,BO40
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,3,Circuitos Lógicos Digitales,EL292,4,BO40
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,3,Física I,MA723,4,MA758
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,3,Matemática Analítica 3,EL311,5,MA758
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,3,Procesos Biológicos 2,ME423,6,ME422
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,4,Análisis de Circuitos Eléctricos 2,EL291,4,EL290
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,4,Estadística,MA716,4,MA758
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,4,Física II,MA720,6,MA723
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,4,Matemática Analítica 4,EL310,5,EL311
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,4,Programación de Computadoras,EL276,4,EL292
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,5,Biofunctional Materials,BO39,4,ME423
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,5,Dispositivos y Circuitos Analógicos,EL293,4,EL290
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,5,Electromagnetismo,EL284,4,MA720
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,5,Matemática Analítica 5,EL312,5,EL310
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,5,Microcontroladores,EL297,4,EL276
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,6,Applied Biotech,BO29,3,BO39
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,6,Ingeniería de Control 1,EL279,4,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,6,Instrumentación Biomédica,BO30,4,BO39
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,6,Señales y Sistemas,EL285,4,"MA716, EL312"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,7,Diseño De Dispositivos Médicos,BO32,4,"BO30, EL297"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,7,Fundamentos De Bioinformática,BO31,4,"BO29, EL276"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,7,Fundamentos De Biomecánica,BO26,4,EL279
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,7,Modelamiento De Sistemas Fisiológicos,BO33,4,EL279
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,7,Procesamiento Digital de Señales,EL280,4,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,8,Machine Learning Para Bioinformática,BO34,4,BO31
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,8,Procesamiento Avanzado de Señales e Imágenes,EL282,4,EL280
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,8,Proyecto de Investigación,EL309,4,"HU61,"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,9,Proyecto Biomédico 1,BO36,4,"EL309,"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,10,CTI Proyecto Biomédico 2,BO37,4,BO36
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA BIOMEDICA   ,10,Gestión De Tecnología En Salud,BO35,4,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,1,Aprendizaje Estratégico y Liderazgo,HU712,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,1,Crítica y Comunicación,HU705,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,1,Introducción a los Algoritmos,CC263,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,1,Matemática Básica,MA712,6,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,1,Pensamiento Crítico Aplicado,HU713,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,1,Sistemas y Sociedad,HU706,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,2,Algoritmos,CC265,6,CC263
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,2,Aplicaciones de Ingeniería de Software,SI802,2,CC263
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,2,Cálculo I,MA758,7,MA712
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,2,Organización y Dirección De Empresas,AD2788,4,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,2,Seminario de Investigación Académica I,HU695,2,HU705
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,3,Diseño y Patrones de Software,SI771,4,CC265
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,3,Estructuras de Datos Avanzadas,CC264,4,CC265
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,3,Física I,MA723,4,MA758
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,3,Ingeniería de Requisitos,SI786,3,AD2788
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,3,Matemática Discreta,MA708,6,"CC263, MA712"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,4,Arquitectura de Computadoras,SI772,4,MA708
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,4,Base de Datos,SI787,4,CC264
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,4,Complejidad Algorítmica,CC247,4,CC264
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,4,Fundamentos Estadísticos de Data Science,CC273,4,MA758
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,4,Matemática Computacional,MA726,4,MA708
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,5,Fundamentos De Programación Competitiva,CC252,4,CC247
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,5,Fundamentos de Programación Web,CC268,4,SI786
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,5,Física para Ciencias de la Computación,MA743,6,MA723
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,5,Sistemas Operativos,SI773,4,SI772
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,5,Tópicos en Data Science,CC266,5,"SI787, CC273"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,6,Algebra Lineal,MA709,4,MA706
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,6,Fundamentos de Inteligencia Artificial,CC270,5,SI787
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,6,Procesamiento De Imágenes,CC255,4,CC266
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,6,Teoría De Compiladores,CC253,4,"CC247, MA726"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,7,Aplicaciones De Data Science,CC254,4,"CC270, CC266"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,7,Fundamentos de Ingeniería de Software,CC267,4,CC268
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,7,Machine Learning,CC260,5,"MA709, CC270"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,7,Redes Y Protocolo De Comunicaciones,CC54,3,SI773
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,8,Arquitectura Empresarial,CC256,4,CC267
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,8,Fundamentos de Investigación Académica,CC272,3,"HU695,"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,8,Gerencia De Proyectos En Computación,CC257,4,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,8,Tópicos de Investigación Aplicada,SI790,4,"SI778, HU61"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,9,Calidad y Pruebas de Software,CC258,4,CC267
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,9,Computación en la Nube,CC259,4,CC256
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,9,Trabajo de Investigación I,CC271,5,"CC272, CC257, SI790"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,CIENCIAS DE LA COMPUTACION  ,10,CTI Trabajo de Investigación II,CC274,5,CC271
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,1,Aprendizaje Estratégico y Liderazgo,HU712,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,1,Crítica y Comunicación,HU705,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,1,Introducción A La Ingeniería Civil,CI780,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,1,Matemática Básica,MA712,6,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,1,Pensamiento Crítico Aplicado,HU713,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,1,Sistemas y Sociedad,HU706,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,2,Cálculo I,MA758,7,MA712
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,2,Dibujo Asistido Por El Computador,CI755,4,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,2,Química,MA722,4,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,2,Seminario de Investigación Académica I,HU695,2,HU705
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,3,Cálculo II,MA706,6,MA758
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,3,Estadística,MA716,4,MA758
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,3,Física I,MA723,4,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,3,Materiales De Construcción,CI756,3,"CI780, MA712, MA722"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,3,Topografía,CI759,3,"CI755, MA712"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,4,Ecuaciones Diferenciales y Álgebra Lineal,MA707,6,MA706
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,4,Estática,CI754,4,MA723
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,4,Física II,MA720,6,MA723
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,4,Tecnología Del Concreto,CI760,4,CI756
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,5,Construcción I,CI763,4,"MA716, CI760"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,5,Dinámica,CI761,5,"MA706, CI754"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,5,Ingeniería De Carreteras,CI762,3,"MA706, CI759"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,5,Mecánica De Materiales,CI757,5,"MA706, CI754"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,5,Mecánica De Suelos,CI764,5,"MA706, CI754"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,6,Análisis Estructural,CI777,4,CI757
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,6,Análisis Numérico Para Ingenieros Civiles,CI779,4,"CI761, MA707"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,6,Ingeniería De Cimentaciones,CI778,5,CI764
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,6,Mecánica De Fluidos,CI765,5,"CI761, MA707"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,6,Modelación De Edificaciones,CI766,2,CI763
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,7,Comportamiento Y Diseño En Concreto,CI767,5,CI777
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,7,Construcción II,CI768,4,CI766
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,7,Costos Y Presupuestos,CI769,3,CI763
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,7,Hidráulica De Canales,CI771,4,CI765
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,7,Ingeniería De Tránsito,CI770,3,"CI762, CI764"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,8,Planificación Y Control De Obras,CI773,3,CI769
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,8,Seminario de Investigación Académica II (Ing),IN466,3,"HU61, CI772,"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,8,Taller De Tesis,CI772,3,"HU61, IN466,"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,9,Gerencia De Proyectos De Construcción,CI781,4,CI769
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,9,Ingeniería Sismo-Resistente,CI774,5,CI777
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,9,Productividad En Obras,CI776,3,CI769
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,9,Trabajo De Investigación I,CI782,5,"IN466, CI772"
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA CIVIL   ,10,CTI Trabajo De Investigación II,CI783,5,CI782
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,1,Aprendizaje Estratégico y Liderazgo,HU712,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,1,Crítica y Comunicación,HU705,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,1,Intro A La Ing De Gestión Min,GM234,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,1,Matemática Básica,MA712,6,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,1,Pensamiento Crítico Aplicado,HU713,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,1,Sistemas y Sociedad,HU706,3,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,2,Cálculo I,MA758,7,MA712
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,2,Dibujo E Intro Al Software Min,GM233,4,GM234
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,2,Química,MA722,4,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,2,Topografía,CI759,3,MA712
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,3,Cálculo II,MA706,6,MA758
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,3,Física I,MA723,4,MA758
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,3,Geología General y Estructural,GM209,5,
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,3,Seminario de Investigación Académica I,HU695,2,HU705
Universidad Peruana de Ciencias Aplicadas (UPC),PREGRADO,INGENIERÍA DE GESTION MINERA   ,3,Topografía Minera,GM232,3,CI759
